ID;Тип крыши;Электр-во;Тип топлива;Источник тепла;Источник воды;Воды нет, мин;Мопед;Автомобиль;Число авто;Прочие авто;Велосипед;Повозки;ПК;Число ПК;Стир машина;Кух комбайн;Холодильник;Телевизор;Число телев;Стерео;Телефон;Газонокос;Снегоуборщ;Микроволновка;Посудомоеч;Ежемес доход;Деньги на пищу;Дача;Площадь дачи;Место для пригот пищи;Вытяжка;Готовка вне дома, месяц;Вопрос 10a/ месяц;Вопрос 10a/ 5 лет;Вопрос 10b/ месяц;Вопрос 10b/ 5 лет;Вопрос 10c/ месяц;Вопрос 10c/ 5 лет;Квартира;Др квартира;Холодная дача;Теплая дача;Машина;Гараж;Ферма;Лавка;Другое;Др уточнить;Часть дохода на еду;Вопрос 13;Достаток по срав с друг;Тип жилья;Число комнат;Площадь жилья
54-501-057-01;железобетон;1;газ;камин (уголь);перекачиваемая вода;;1;0;0;1;0;0;1;1;1;0;1;1;3;1;1;0;0;1;0;35000;6000;1;200;внутри дома;окно, частично открытая зона;1;никогда;никогда;никогда;редко;никогда;никогда;0;0;0;1;0;1;1;0;0;;1/3;Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;средний;собственный дом;3;58
54-501-058-01;шифер;1;электричество;центральное отопление;перекачиваемая вода;;0;0;0;0;0;0;0;0;1;0;1;1;2;0;1;0;0;0;0;12000;7000;0;;внутри дома;окно;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;0;1;0;0;0;;1/2 (половина);Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;средний;квартира;3;30
54-501-065-01;оцинкованные стальные листы;1;электричество;центральное отопление;перекачиваемая вода;;0;1;1;0;0;0;1;1;1;0;1;1;3;1;1;0;0;1;0;40000;15000;0;;внутри дома;окно, вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;1;0;0;0;0;;1/3;Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;средний;квартира;3;48
54-702-022-01;оцинкованные стальные листы;1;электричество;электричество;перекачиваемая вода;;0;1;2;0;1;0;1;2;1;1;1;1;8;1;1;1;1;1;1;116000;24000;1;240;внутри и вне дома;окно, вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;1;1;1;0;0;;1/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;низкий;собственный дом;7;137
54-501-066-01;шифер;1;газ;русская дровяная печь;перекачиваемая вода;;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;16000;9000;1;1500;внутри дома;окно, дымоход;1;никогда;никогда;иногда;иногда;никогда;никогда;1;0;0;0;0;0;1;0;0;;2/3;Нам  не  хватает  даже на самое необходимое (пищу, коммунальные счета, необходимую одежду, недорогое лечение);средний;собственный дом;2;22
54-602-011-01;оцинкованные стальные листы;1;электричество;камин (дрова);перекачиваемая вода;;0;0;0;0;0;0;1;1;1;0;1;1;1;1;1;0;0;1;0;25000;10000;1;500;внутри дома;окно, дымоход;1;никогда;никогда;иногда;иногда;никогда;никогда;1;0;0;0;0;1;1;0;0;;2/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;низкий;собственный дом;2;27
54-501-067-01;шифер;1;газ;уголь;перекачиваемая вода;;1;1;1;0;1;0;1;2;1;0;1;0;3;1;1;1;1;1;1;50000;25000;1;1000;внутри дома;окно, дымоход, вытяжка;1;никогда;никогда;никогда;никогда;никогда;никогда;1;1;0;1;1;1;1;0;0;;1/2 (половина);Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;собственный дом;4;60
54-501-068-01;шифер;1;газ;уголь;перекачиваемая вода;;0;0;0;0;0;0;0;0;1;0;1;1;2;0;1;0;0;1;0;8000;2000;1;200;внутри дома;окно;1;никогда;никогда;никогда;никогда;никогда;иногда;1;0;0;0;0;0;0;0;0;;1/3;Нам  не  хватает  даже на самое необходимое (пищу, коммунальные счета, необходимую одежду, недорогое лечение), Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;низкий;комната в коммунальной квартире;2;62
54-501-069-01;шифер;1;газ;уголь;перекачиваемая вода;;1;0;0;1;1;0;0;0;1;0;1;1;2;1;1;0;0;1;0;30000;5000;1;2000;внутри дома;окно, дымоход;1;никогда;никогда;никогда;никогда;никогда;никогда;1;0;0;0;0;0;0;0;0;;1/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;собственный дом;2;12
54-501-071-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-601-025-01;железобетон;1;газ;уголь;перекачиваемая вода;;0;1;2;0;1;0;1;1;1;1;1;1;4;0;1;0;1;1;0;39000;15000;1;100;внутри дома;окно;1;никогда;иногда;редко;редко;никогда;никогда;1;0;0;0;1;1;1;0;0;;2/3;Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;средний;собственный дом;3;48
54-601-021-02;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
54-501-072-01;шифер;1;электричество;русская дровяная печь;перекачиваемая вода;;1;1;1;0;1;0;1;1;1;1;1;1;1;0;1;1;0;1;0;30000;10000;1;2400;внутри дома;окно;1;никогда;никогда;никогда;никогда;никогда;редко;1;0;0;0;1;0;1;0;0;;1/3;Мы  можем  приобретать  все  самое  необходимое,  но не можем покупать дорогие товары длительного пользования;средний;собственный дом;3;43
54-501-075-01;шифер;1;электричество;уголь;перекачиваемая вода;;0;1;1;0;0;0;1;1;1;0;1;1;3;1;1;1;0;1;0;45000;30000;1;700;внутри дома;окно, дымоход, вытяжка;1;никогда;никогда;никогда;иногда;никогда;иногда;1;0;0;0;1;0;0;0;0;;2/3;Время  от  времени  мы  может  приобретать  дорогие товары длительного пользования;средний;собственный дом;3;52
